provinces,country,confirmedCount,suspectedCount,curedCount,deadCount,updateTime
上海市,中国,286,0.0,41,1,2020-02-08
上海市,中国,281,0.0,30,1,2020-02-07
上海市,中国,257,0.0,25,1,2020-02-06
上海市,中国,243,0.0,15,1,2020-02-05
上海市,中国,219,0.0,12,1,2020-02-04
上海市,中国,203,0.0,10,1,2020-02-03
上海市,中国,182,0.0,10,1,2020-02-02
上海市,中国,169,0.0,10,1,2020-02-01
上海市,中国,153,0.0,9,1,2020-01-31
上海市,中国,128,0.0,5,1,2020-01-30
上海市,中国,96,0.0,5,1,2020-01-29
上海市,中国,66,0.0,4,1,2020-01-28
上海市,中国,53,0.0,3,1,2020-01-27
上海市,中国,40,0.0,1,1,2020-01-26
上海市,中国,33,0.0,1,0,2020-01-25
上海市,中国,20,0.0,1,0,2020-01-24
上海市,中国,16,0.0,0,0,2020-01-23
上海市,中国,9,10.0,0,0,2020-01-22
上海市,中国,6,3.0,0,0,2020-01-21
宁夏回族自治区,中国,70,0.0,33,0,2020-02-15
宁夏回族自治区,中国,67,0.0,24,0,2020-02-14
宁夏回族自治区,中国,64,0.0,24,0,2020-02-13
宁夏回族自治区,中国,58,0.0,24,0,2020-02-12
宁夏回族自治区,中国,53,0.0,22,0,2020-02-11
宁夏回族自治区,中国,49,0.0,13,0,2020-02-10
宁夏回族自治区,中国,45,0.0,13,0,2020-02-09
宁夏回族自治区,中国,45,0.0,15,0,2020-02-08
宁夏回族自治区,中国,43,0.0,5,0,2020-02-07
宁夏回族自治区,中国,40,0.0,1,0,2020-02-06
宁夏回族自治区,中国,34,0.0,1,0,2020-02-04
宁夏回族自治区,中国,31,0.0,1,0,2020-02-03
宁夏回族自治区,中国,28,0.0,0,0,2020-02-02
宁夏回族自治区,中国,26,0.0,0,0,2020-02-01
宁夏回族自治区,中国,21,0.0,0,0,2020-01-31
宁夏回族自治区,中国,17,0.0,0,0,2020-01-30
宁夏回族自治区,中国,12,0.0,0,0,2020-01-29
宁夏回族自治区,中国,11,0.0,0,0,2020-01-28
宁夏回族自治区,中国,7,0.0,0,0,2020-01-27
宁夏回族自治区,中国,4,0.0,0,0,2020-01-26
宁夏回族自治区,中国,3,0.0,0,0,2020-01-25
宁夏回族自治区,中国,2,0.0,0,0,2020-01-24
宁夏回族自治区,中国,1,0.0,0,0,2020-01-23
宁夏回族自治区,中国,1,0.0,0,0,2020-01-22
宁夏回族自治区,中国,0,1.0,0,0,2020-01-21
青海省,中国,18,0.0,13,0,2020-02-15
青海省,中国,18,0.0,11,0,2020-02-13
青海省,中国,18,0.0,9,0,2020-02-12
青海省,中国,18,0.0,5,0,2020-02-11
青海省,中国,18,0.0,3,0,2020-02-06
青海省,中国,17,0.0,3,0,2020-02-05
青海省,中国,15,0.0,0,0,2020-02-04
青海省,中国,13,0.0,0,0,2020-02-03
青海省,中国,11,0.0,0,0,2020-02-02
青海省,中国,9,0.0,0,0,2020-02-01
青海省,中国,8,0.0,0,0,2020-01-31
青海省,中国,8,0.0,0,0,2020-01-30
青海省,中国,6,0.0,0,0,2020-01-27
青海省,中国,1,0.0,0,0,2020-01-25
青海省,中国,0,1.0,0,0,2020-01-24
西藏自治区,中国,1,0.0,1,0,2020-02-12
西藏自治区,中国,1,0.0,0,0,2020-02-04
西藏自治区,中国,1,0.0,0,0,2020-02-02
西藏自治区,中国,1,0.0,0,0,2020-01-29
